Season,Seed,TeamID
2026,W01,1114
2026,W02,1124
2026,W03,946
2026,W04,1146
2026,W05,1091
2026,W06,1094
2026,W07,1122
2026,W08,1130
2026,W09,759
2026,W10,1365
2026,W11a,624
2026,W11b,1275
2026,W12,1147
2026,W13,1220
2026,W14,878
2026,W15,1398
2026,W16a,992
2026,W16b,680
2026,X01,1143
2026,X02,1101
2026,X03,1129
2026,X04,1142
2026,X05,1083
2026,X06,1138
2026,X07,977
2026,X08,881
2026,X09,1086
2026,X10,1110
2026,X11a,1037
2026,X11b,1023
2026,X12,1127
2026,X13,584
2026,X14,984
2026,X15,1149
2026,X16,1254
2026,Y01,1132
2026,Y02,1135
2026,Y03,1113
2026,Y04,1123
2026,Y05,1095
2026,Y06,1119
2026,Y07,1088
2026,Y08,902
2026,Y09,1025
2026,Y10,750
2026,Y11,280
2026,Y12,569
2026,Y13,1148
2026,Y14,768
2026,Y15,996
2026,Y16,150
2026,Z01,1131
2026,Z02,1126
2026,Z03,1125
2026,Z04,1041
2026,Z05,1085
2026,Z06,1104
2026,Z07,1098
2026,Z08,1137
2026,Z09,988
2026,Z10,1092
2026,Z11,1084
2026,Z12,1116
2026,Z13,1090
2026,Z14,698
2026,Z15,1225
2026,Z16a,306
2026,Z16b,1341
